Fecha,Intervalo,CS COENERGY,CS YARUCAYA,C.E. CUPISNIQUE,C.E. TALARA,CE SAN JUAN,C.E. P LOM EXPANSION,C.E. PUNTA LOMITAS,C.S. INTIPAMPA,CS EXPANSIÓN INTIPAMPA,CS MATARANI,C.E. HUAMBOS,C.E. DUNA,CS SAN MARTIN SOLAR,CS SUNNY,CS SUNNY EXPANSION,CARHUAQUERO (CS),C.S. MAJES,C.S. MOQUEGUA FV,C.E. WAYRA EXTENSION,C.E. WAYRA I,C.S. CLEMESI,C.S. RUBI,C.S. PANAMERICANA-SOLAR,C.E. MARCONA,C.E. 3 HERMANAS,C.S. REPARTICION,C.S. TACNA-SOLAR,CS WAYRA SOLAR
2026-07-22,0:00,0.0,0.0,10.49574,13.30571,80.198,14.14138,158.70252,0.0,0.0,0.0,10.63489,11.49382,0.0,0.0,0.0,,0.0,0.0,115.053,104.386,0.0,0.0,0.0,22.243,68.319,0.0,0.0,
2026-07-23,0:30,0.0,0.0,12.2,11.5,124.6,13.9,141.4,0.0,0.0,0.0,8.7,10.4,0.0,0.0,0.0,0.0,0.0,0.0,103.3,96.0,0.0,0.0,0.0,30.8,84.8,0.0,0.0,
2026-07-23,1:00,0.0,0.0,12.3,9.1,120.8,13.7,152.4,0.0,0.0,0.0,11.6,12.3,0.0,0.0,0.0,0.0,0.0,0.0,112.4,99.0,0.0,0.0,0.0,30.8,83.7,0.0,0.0,
2026-07-23,1:30,0.0,0.0,11.7,11.7,120.3,16.3,147.9,0.0,0.0,0.0,11.3,11.1,0.0,0.0,0.0,0.0,0.0,0.0,116.8,123.7,0.0,0.0,0.0,30.8,81.0,0.0,0.0,
2026-07-23,2:00,0.0,0.0,16.3,17.1,110.2,14.0,155.0,0.0,0.0,0.0,7.1,10.5,0.0,0.0,0.0,0.0,0.0,0.0,94.4,114.0,0.0,0.0,0.0,30.7,82.3,0.0,0.0,
2026-07-23,2:30,0.0,0.0,12.9,18.4,113.0,11.1,157.5,0.0,0.0,0.0,9.3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,107.4,109.9,0.0,0.0,0.0,30.7,80.5,0.0,0.0,
2026-07-23,3:00,0.0,0.0,7.7,17.7,111.8,16.8,183.4,0.0,0.0,0.0,6.5,7.7,0.0,0.0,0.0,0.0,0.0,0.0,119.6,117.2,0.0,0.0,0.0,30.6,80.0,0.0,0.0,
2026-07-23,3:30,0.0,0.0,6.4,15.3,121.2,16.6,201.8,0.0,0.0,0.0,5.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,134.0,124.4,0.0,0.0,0.0,30.8,83.0,0.0,0.0,
2026-07-23,4:00,0.0,0.0,2.3,15.6,122.0,20.3,170.6,0.0,0.0,0.0,2.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,150.8,126.0,0.0,0.0,0.0,30.8,83.2,0.0,0.0,
2026-07-23,4:30,0.0,0.0,1.7,17.3,124.4,25.2,213.5,0.0,0.0,0.0,5.4,7.3,0.0,0.0,0.0,0.0,0.0,0.0,144.3,123.6,0.0,0.0,0.0,30.7,82.3,0.0,0.0,
2026-07-23,5:00,0.0,0.0,0.7,18.0,124.9,17.1,176.2,0.0,0.0,0.0,8.6,10.2,0.0,0.0,0.0,0.0,0.0,0.0,141.6,121.3,0.0,0.0,0.0,30.7,82.0,0.0,0.0,
2026-07-23,5:30,0.0,0.0,0.6,19.6,125.6,12.6,164.5,0.0,0.0,0.0,9.2,12.2,0.0,0.0,0.0,0.0,0.0,0.0,130.1,108.3,0.0,0.0,0.0,30.8,82.2,0.0,0.0,
2026-07-23,6:00,0.0,0.0,2.8,20.7,123.5,18.2,153.4,0.0,0.0,0.0,9.8,12.5,0.0,0.0,0.0,0.0,0.0,0.0,85.2,86.0,0.0,0.0,0.0,30.8,84.8,0.0,0.0,
2026-07-23,6:30,0.0,0.0,2.7,23.0,124.0,18.4,127.9,0.3,0.0,0.0,9.8,11.6,2.4,1.1,0.9,0.0,0.0,0.6,59.3,53.4,2.0,2.6,0.2,30.8,82.3,0.0,3.4,
2026-07-23,7:00,0.0,0.0,3.1,21.2,126.3,10.1,115.8,6.4,0.4,19.5,10.8,14.0,57.5,43.4,19.0,0.0,1.8,5.4,40.5,34.8,26.9,31.7,5.0,30.8,82.2,2.6,10.7,
2026-07-23,7:30,0.0,0.1,3.2,23.1,125.5,5.0,73.8,16.9,10.1,43.9,12.4,14.1,141.6,108.4,46.9,0.0,4.4,10.9,20.3,22.1,63.9,76.8,12.4,30.8,84.3,5.1,14.7,
2026-07-23,8:00,0.1,0.1,2.9,22.1,118.2,7.8,66.9,26.1,20.1,63.9,13.4,14.0,203.8,164.7,82.9,0.0,7.0,12.2,14.8,21.1,85.7,115.8,15.2,30.8,81.3,7.5,15.6,
2026-07-23,8:30,0.1,0.2,8.0,24.2,104.6,4.2,62.7,30.7,38.3,68.0,14.7,12.9,209.0,169.1,85.2,0.0,9.3,12.5,11.8,10.6,89.0,121.1,15.8,30.5,78.3,9.5,16.1,
2026-07-23,9:00,0.1,0.9,9.4,22.9,93.8,4.7,69.7,31.1,39.4,68.8,12.3,11.9,213.4,172.0,87.2,0.0,11.2,12.6,14.9,10.0,90.1,122.2,15.9,30.6,78.9,11.5,16.2,
2026-07-23,9:30,0.1,0.9,10.8,18.1,114.0,4.0,86.6,30.9,40.1,70.2,9.0,10.1,214.7,174.3,87.9,0.0,12.9,12.6,24.4,9.1,89.9,121.6,15.9,27.2,70.2,13.3,16.2,
2026-07-23,10:00,0.1,0.9,16.1,16.2,85.4,7.5,101.3,30.7,40.2,70.9,8.8,9.7,216.5,175.3,88.5,0.0,14.5,12.5,29.0,11.3,89.5,120.2,15.8,27.6,69.6,14.6,16.1,
2026-07-23,10:30,0.2,1.2,20.4,15.9,86.9,9.0,106.1,30.7,40.2,70.9,12.8,11.8,216.0,174.9,88.5,0.2,15.7,12.4,27.8,0.1,89.0,118.9,15.7,25.5,61.3,15.6,16.1,
2026-07-23,11:00,0.2,1.2,32.4,13.4,79.7,15.3,86.7,30.3,40.2,70.7,11.4,12.5,215.4,174.7,88.0,0.1,16.5,12.3,15.8,0.0,88.3,117.5,15.5,19.8,51.0,16.3,16.0,
2026-07-23,11:30,0.2,1.3,39.3,13.0,60.1,10.6,77.3,30.4,39.9,70.4,14.6,14.6,216.0,175.1,88.5,0.1,16.9,12.4,10.1,1.2,88.3,117.3,15.5,18.2,50.3,16.8,15.9,
2026-07-23,12:00,0.2,1.3,46.0,13.6,60.7,12.9,126.9,30.5,40.0,70.5,16.6,14.3,215.6,175.0,88.3,0.2,17.0,12.4,9.1,3.1,88.7,118.2,15.6,18.8,49.1,16.9,15.8,
2026-07-23,12:30,0.3,1.3,63.0,12.8,62.9,20.2,162.3,30.2,40.0,70.7,17.0,15.6,217.3,176.3,89.1,0.1,16.7,12.6,12.4,3.1,89.5,119.2,15.8,19.2,49.8,16.6,16.0,
2026-07-23,13:00,0.4,1.3,63.3,13.3,63.4,19.0,178.8,30.4,40.0,71.7,16.2,14.7,219.5,177.2,89.5,0.1,16.3,12.7,17.5,5.5,89.7,120.9,15.9,17.5,51.2,16.2,16.0,
2026-07-23,13:30,0.3,1.2,64.4,25.9,61.0,23.9,189.2,30.6,40.2,72.2,17.0,14.5,221.8,179.0,90.4,0.1,15.8,12.8,28.5,14.2,90.3,122.3,16.1,19.8,57.0,15.4,16.0,
2026-07-23,14:00,0.4,1.2,68.0,26.1,66.9,19.9,188.1,30.9,40.3,72.7,17.0,15.5,222.2,179.1,90.4,0.1,14.9,12.9,66.3,49.4,90.7,122.9,16.4,21.4,58.1,14.3,15.9,
2026-07-23,14:30,0.3,1.1,71.5,24.6,66.1,20.8,185.2,31.0,40.4,71.9,15.9,13.9,222.2,179.0,90.2,0.1,13.6,13.0,82.3,71.1,90.6,124.0,16.4,21.0,61.0,12.8,15.8,
2026-07-23,15:00,0.3,0.9,71.7,22.1,67.5,22.0,178.2,31.0,40.3,70.7,14.9,14.6,219.7,177.1,89.1,0.1,11.8,12.9,95.4,101.1,90.2,124.1,16.3,19.4,55.7,11.0,15.5,
2026-07-23,15:30,0.2,0.8,62.8,21.2,64.9,22.3,178.9,30.3,39.8,68.5,16.7,15.2,214.7,173.3,87.2,0.1,9.8,12.6,96.1,96.3,88.4,122.4,16.0,18.2,47.2,9.0,14.6,
2026-07-23,16:00,0.2,0.6,58.8,16.4,66.5,21.8,193.1,24.4,38.9,58.8,17.0,15.4,202.0,163.4,82.0,0.1,7.6,11.9,95.5,92.1,81.8,98.9,15.2,19.2,51.8,6.7,12.2,
2026-07-23,16:30,0.2,0.4,62.6,13.7,71.7,21.6,198.4,14.6,35.8,31.2,14.1,14.1,128.8,88.1,47.6,0.1,5.1,9.2,88.0,91.2,46.0,58.1,12.0,18.8,51.5,4.3,5.5,
2026-07-23,17:00,0.1,0.1,60.5,12.0,71.1,23.7,191.3,4.4,21.2,10.1,14.5,12.7,41.8,33.7,17.5,0.0,2.6,3.4,101.6,100.9,16.0,16.5,4.6,18.0,52.3,1.8,0.4,
2026-07-23,17:30,0.1,0.0,63.8,10.0,58.6,21.6,187.1,0.0,6.1,0.0,13.8,13.9,1.2,1.3,0.6,0.0,0.2,0.1,100.2,113.0,0.2,0.2,0.2,15.8,43.0,0.0,0.0,
2026-07-23,18:00,0.0,0.0,56.4,7.1,44.5,14.2,155.8,0.0,0.0,0.0,13.3,12.4,0.0,0.0,0.0,0.0,0.0,0.0,93.0,108.6,0.0,0.0,0.0,14.1,44.1,0.0,0.0,
2026-07-23,18:30,0.0,0.0,42.9,6.3,47.3,14.7,149.9,0.0,0.0,0.0,10.8,11.7,0.0,0.0,0.0,0.0,0.0,0.0,83.1,99.0,0.0,0.0,0.0,13.1,40.3,0.0,0.0,
2026-07-23,19:00,0.0,0.0,30.7,5.8,41.8,18.1,143.5,0.0,0.0,0.0,9.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,107.5,0.0,0.0,0.0,11.1,30.9,0.0,0.0,
2026-07-23,19:30,0.0,0.0,21.6,5.4,34.1,10.2,110.2,0.0,0.0,0.0,6.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,79.9,93.8,0.0,0.0,0.0,9.3,26.8,0.0,0.0,
2026-07-23,20:00,0.0,0.0,24.1,4.1,25.8,4.8,100.6,0.0,0.0,0.0,7.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,80.5,88.2,0.0,0.0,0.0,7.8,21.9,0.0,0.0,
2026-07-23,20:30,0.0,0.0,19.2,5.6,32.8,5.1,101.3,0.0,0.0,0.0,5.4,7.9,0.0,0.0,0.0,0.0,0.0,0.0,69.6,73.4,0.0,0.0,0.0,9.3,23.2,0.0,0.0,
2026-07-23,21:00,0.0,0.0,14.3,5.3,42.3,8.7,87.7,0.0,0.0,0.0,4.7,7.5,0.0,0.0,0.0,0.0,0.0,0.0,49.4,57.9,0.0,0.0,0.0,13.0,33.4,0.0,0.0,
2026-07-23,21:30,0.0,0.0,15.9,5.6,35.1,6.2,58.8,0.0,0.0,0.0,5.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,58.5,60.3,0.0,0.0,0.0,13.0,34.6,0.0,0.0,
2026-07-23,22:00,0.0,0.0,21.5,4.6,37.8,4.1,57.9,0.0,0.0,0.0,6.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,45.2,55.1,0.0,0.0,0.0,12.2,29.5,0.0,0.0,
2026-07-23,22:30,0.0,0.0,24.5,3.2,48.9,6.1,68.0,0.0,0.0,0.0,5.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,50.1,48.7,0.0,0.0,0.0,14.2,35.0,0.0,0.0,
2026-07-23,23:00,0.0,0.0,19.5,2.6,53.9,6.6,60.1,0.0,0.0,0.0,8.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,48.7,50.4,0.0,0.0,0.0,11.9,35.7,0.0,0.0,
2026-07-23,23:30,0.0,0.0,22.8,2.7,39.9,5.1,66.4,0.0,0.0,0.0,8.1,11.2,0.0,0.0,0.0,0.0,0.0,0.0,34.5,35.4,0.0,0.0,0.0,11.9,38.3,0.0,0.0,
2026-07-23,0:00,0.0,0.0,26.0,2.2,42.0,4.9,78.4,0.0,0.0,0.0,5.9,9.3,0.0,0.0,0.0,0.0,0.0,0.0,28.8,31.4,0.0,0.0,0.0,14.0,42.0,0.0,0.0,
2026-07-24,0:30,0.0,0.0,26.2,1.0,43.5,6.0,74.7,0.0,0.0,0.0,10.6,11.9,0.0,0.0,0.0,0.0,0.0,0.0,27.9,31.4,0.0,0.0,0.0,13.3,42.4,0.0,0.0,
2026-07-24,1:00,0.0,0.0,21.4,1.0,50.1,7.6,77.3,0.0,0.0,0.0,11.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,36.0,30.3,0.0,0.0,0.0,14.0,43.9,0.0,0.0,
2026-07-24,1:30,0.0,0.0,16.3,1.2,48.5,6.4,69.6,0.0,0.0,0.0,9.7,11.2,0.0,0.0,0.0,0.0,0.0,0.0,31.4,28.5,0.0,0.0,0.0,15.1,45.2,0.0,0.0,
2026-07-24,2:00,0.0,0.0,14.2,1.6,40.7,12.3,89.4,0.0,0.0,0.0,7.9,8.8,0.0,0.0,0.0,0.0,0.0,0.0,20.3,17.6,0.0,0.0,0.0,11.6,39.6,0.0,0.0,
2026-07-24,2:30,0.0,0.0,12.3,1.7,25.4,6.3,67.7,0.0,0.0,0.0,8.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,13.1,8.5,0.0,0.0,0.0,8.5,29.3,0.0,0.0,
2026-07-24,3:00,0.0,0.0,14.3,2.1,21.1,6.0,58.1,0.0,0.0,0.0,6.6,9.7,0.0,0.0,0.0,0.0,0.0,0.0,12.6,11.7,0.0,0.0,0.0,8.9,24.7,0.0,0.0,
2026-07-24,3:30,0.0,0.0,11.6,2.8,20.8,7.0,44.6,0.0,0.0,0.0,5.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,0.0,0.0,0.0,11.8,23.0,0.0,0.0,
2026-07-24,4:00,0.0,0.0,6.7,5.6,24.9,3.9,24.4,0.0,0.0,0.0,5.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.4,0.0,0.0,0.0,9.8,23.8,0.0,0.0,
2026-07-24,4:30,0.0,0.0,5.5,8.3,34.4,0.6,1.2,0.0,0.0,0.0,5.3,8.4,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.2,0.0,0.0,0.0,10.1,26.7,0.0,0.0,
2026-07-24,5:00,0.0,0.0,6.2,9.5,21.8,0.1,0.2,0.0,0.0,0.0,5.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,6.4,8.2,0.0,0.0,0.0,7.8,29.0,0.0,0.0,
2026-07-24,5:30,0.0,0.0,3.2,12.8,23.0,0.0,0.4,0.0,0.0,0.0,6.4,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,7.5,21.2,0.0,0.0,
2026-07-24,6:00,0.0,0.0,4.7,14.3,26.6,0.0,1.2,0.0,0.0,0.0,6.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,8.9,22.6,0.0,0.0,
2026-07-24,6:30,0.0,0.0,6.5,11.9,21.3,0.0,5.1,0.3,0.0,0.0,6.5,10.7,2.5,2.2,1.1,0.0,0.0,0.6,0.0,2.2,2.0,2.7,0.2,5.5,13.1,0.0,0.1,
2026-07-24,7:00,0.0,0.0,6.2,10.9,19.8,0.0,9.5,6.5,0.4,17.4,7.4,9.9,53.2,43.4,19.5,0.0,2.4,5.6,0.0,0.0,27.4,33.3,5.2,5.5,12.5,2.5,0.7,
2026-07-24,7:30,0.0,0.0,6.7,12.4,15.4,0.0,6.7,17.1,10.3,41.9,5.2,8.2,137.0,102.9,49.9,0.0,5.0,11.0,0.0,0.0,64.9,78.7,12.6,4.8,12.8,4.9,1.8,
2026-07-24,8:00,0.0,0.1,4.7,12.6,14.5,0.0,1.8,26.3,20.3,64.7,8.7,11.9,201.1,163.5,82.4,0.1,7.6,12.2,0.0,0.0,85.1,116.3,15.2,4.8,9.7,7.3,4.7,
2026-07-24,8:30,0.1,0.2,4.6,12.5,15.3,0.0,5.8,30.7,38.6,69.2,8.9,11.2,208.3,168.8,85.3,0.1,9.8,12.6,0.0,0.0,87.9,120.0,15.8,5.7,12.8,9.5,8.0,
2026-07-24,9:00,0.1,0.3,11.0,10.9,12.3,0.0,4.9,30.9,39.6,70.4,9.7,8.2,211.1,171.8,87.2,0.1,11.6,12.7,0.0,0.0,88.3,120.2,16.0,3.8,9.2,11.4,13.0,
2026-07-24,9:30,0.1,1.0,16.9,5.4,8.8,0.0,4.6,30.9,40.2,70.6,11.1,10.0,212.6,173.4,88.0,0.3,13.1,12.7,0.0,0.0,88.4,120.3,16.1,2.8,7.4,12.9,16.5,
2026-07-24,10:00,0.1,1.1,16.9,2.9,6.9,0.0,6.7,30.7,40.4,70.7,8.1,10.0,213.2,174.4,88.8,0.3,14.4,12.6,0.0,0.0,88.0,119.3,15.9,3.4,7.4,14.3,16.3,
2026-07-24,10:30,0.2,1.2,25.3,1.9,13.2,0.2,7.1,30.6,40.4,70.2,11.0,9.2,214.3,174.4,88.6,0.4,15.5,12.5,0.0,0.0,88.2,119.1,15.9,2.7,9.8,15.3,16.1,
2026-07-24,11:00,0.3,1.2,27.9,0.1,15.7,0.3,10.3,30.5,40.1,70.1,9.7,10.8,213.4,174.4,88.3,0.4,16.4,12.5,0.0,0.0,87.4,117.6,16.0,3.2,10.3,16.1,16.1,
2026-07-24,11:30,0.3,1.3,32.1,0.5,19.1,1.2,14.7,30.5,40.1,71.1,12.1,9.5,212.3,173.9,87.9,0.5,16.9,12.3,0.0,0.0,87.9,117.7,15.9,3.8,15.2,16.4,16.0,
2026-07-24,12:00,0.3,1.3,38.2,1.2,23.7,2.2,25.5,30.6,40.0,70.8,10.8,10.9,212.6,172.6,87.6,0.4,17.0,12.3,0.0,0.0,88.6,119.2,15.8,5.3,19.9,16.6,15.9,
2026-07-24,12:30,0.4,1.3,41.9,0.2,29.0,1.7,30.7,30.4,40.1,71.5,13.4,11.5,216.2,175.9,89.3,0.4,17.0,12.3,0.0,0.0,89.0,119.8,15.6,5.1,19.3,16.2,16.0,
2026-07-24,13:00,0.4,1.3,45.4,0.1,34.0,3.3,36.8,30.6,40.2,72.1,15.8,13.6,219.2,177.6,90.1,0.4,16.6,12.3,0.0,0.0,89.2,120.3,15.5,4.5,20.8,15.8,16.1,
2026-07-24,13:30,0.3,1.2,54.5,0.5,42.3,3.5,34.9,30.9,40.3,72.3,16.9,14.4,220.6,178.9,90.5,0.4,15.9,12.5,0.0,0.0,90.1,122.0,15.7,7.3,26.3,15.2,16.3,
2026-07-24,14:00,0.3,1.1,51.5,1.2,46.1,3.2,27.9,31.6,40.4,72.3,17.4,15.2,222.1,179.7,90.8,0.3,14.7,12.6,0.0,0.0,90.5,123.1,15.8,7.9,32.2,14.0,16.3,
2026-07-24,14:30,0.3,1.1,46.9,6.1,46.4,2.2,25.9,31.9,40.7,72.2,18.1,15.5,222.0,179.4,90.4,0.1,13.3,12.7,0.0,0.0,90.5,123.9,15.9,7.9,31.1,12.8,16.2,
2026-07-24,15:00,0.3,1.0,45.8,5.8,35.9,2.4,29.5,31.8,41.1,71.5,17.9,15.6,220.6,178.4,89.8,0.1,11.5,12.8,0.0,0.0,90.1,123.8,15.9,8.1,28.8,11.0,15.8,
2026-07-24,15:30,0.2,0.8,48.3,5.2,31.0,2.0,32.7,31.1,40.8,69.1,15.0,13.6,215.5,173.8,87.2,0.2,9.5,12.6,0.0,0.0,88.0,121.6,15.8,7.9,27.3,8.9,14.9,
2026-07-24,16:00,0.2,0.6,44.9,3.9,32.6,2.3,39.9,24.9,39.7,59.2,16.3,14.2,201.4,162.9,81.7,0.1,7.1,11.9,22.2,0.0,81.1,98.7,15.1,9.0,28.2,6.6,12.3,
2026-07-24,16:30,0.1,0.4,40.0,2.7,30.4,2.2,43.4,14.5,36.5,31.2,15.4,13.7,128.4,89.0,46.7,0.1,4.5,8.9,69.4,0.0,46.4,58.0,12.0,6.7,26.3,4.1,5.5,
2026-07-24,17:00,0.0,0.1,26.4,3.3,26.7,2.7,60.0,4.3,21.3,10.1,11.4,12.6,41.7,33.8,17.4,0.0,1.8,3.3,70.9,0.0,16.5,17.0,4.7,7.4,25.8,1.7,0.4,
2026-07-24,17:30,0.0,0.0,30.0,4.6,24.9,4.2,65.1,0.0,5.8,0.0,10.0,9.7,1.4,1.3,0.6,0.0,0.0,0.1,72.1,0.0,0.3,0.2,0.2,6.7,25.1,0.0,0.0,
2026-07-24,18:00,0.0,0.0,30.7,5.0,26.0,4.7,63.0,0.0,0.0,0.0,6.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7,0.0,0.0,0.0,0.0,6.5,25.2,0.0,0.0,
2026-07-24,18:30,0.0,0.0,36.2,5.2,25.4,4.1,60.4,0.0,0.0,0.0,7.5,8.4,0.0,0.0,0.0,0.0,0.0,0.0,68.7,0.0,0.0,0.0,0.0,5.6,23.1,0.0,0.0,
2026-07-24,19:00,0.0,0.0,37.9,7.6,24.5,4.9,63.3,0.0,0.0,0.0,8.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,61.2,0.0,0.0,0.0,0.0,5.4,19.8,0.0,0.0,
2026-07-24,19:30,0.0,0.0,43.0,6.6,15.7,4.0,70.4,0.0,0.0,0.0,7.8,9.3,0.0,0.0,0.0,0.0,0.0,0.0,41.1,0.0,0.0,0.0,0.0,4.3,15.0,0.0,0.0,
2026-07-24,20:00,0.0,0.0,39.1,4.7,11.9,2.8,61.6,0.0,0.0,0.0,8.8,10.9,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,3.2,12.0,0.0,0.0,
2026-07-24,20:30,0.0,0.0,35.4,3.6,13.3,2.9,59.1,0.0,0.0,0.0,6.5,9.8,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,2.7,10.1,0.0,0.0,
2026-07-24,21:00,0.0,0.0,30.0,1.7,13.2,1.3,53.0,0.0,0.0,0.0,5.5,10.8,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,2.6,10.9,0.0,0.0,
2026-07-24,21:30,0.0,0.0,26.4,2.8,12.0,0.8,51.4,0.0,0.0,0.0,4.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,2.3,9.7,0.0,0.0,
2026-07-24,22:00,0.0,0.0,27.5,3.3,12.1,0.9,42.2,0.0,0.0,0.0,7.1,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2.4,9.9,0.0,0.0,
2026-07-24,22:30,0.0,0.0,21.1,3.7,12.0,0.2,53.5,0.0,0.0,0.0,10.5,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,9.0,0.0,0.0,
2026-07-24,23:00,0.0,0.0,18.2,3.0,15.4,1.2,59.9,0.0,0.0,0.0,13.3,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,13.7,0.0,0.0,
2026-07-24,23:30,0.0,0.0,16.3,2.7,20.0,1.2,64.3,0.0,0.0,0.0,13.5,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,15.2,0.0,0.0,
2026-07-24,0:00,0.0,0.0,16.0,2.9,22.8,2.5,19.0,0.0,0.0,0.0,12.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,4.6,16.3,0.0,0.0,
2026-07-25,0:30,0.0,0.0,17.9,3.5,23.4,1.7,49.1,0.0,0.0,0.0,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,5.4,9.1,0.0,0.0,0.0,4.9,15.9,0.0,0.0,
2026-07-25,1:00,0.0,0.0,16.2,1.6,27.5,0.9,49.0,0.0,0.0,0.0,10.6,12.1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.9,0.0,0.0,0.0,5.3,16.3,0.0,0.0,
2026-07-25,1:30,0.0,0.0,10.5,1.3,26.2,0.5,52.5,0.0,0.0,0.0,12.9,14.4,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.4,0.0,0.0,0.0,5.3,15.1,0.0,0.0,
2026-07-25,2:00,0.0,0.0,12.6,2.1,26.5,0.7,52.3,0.0,0.0,0.0,10.5,12.1,0.0,0.0,0.0,0.0,0.0,0.0,2.6,6.2,0.0,0.0,0.0,5.2,14.5,0.0,0.0,
2026-07-25,2:30,0.0,0.0,18.5,3.5,21.8,0.6,46.0,0.0,0.0,0.0,9.1,11.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,0.0,0.0,0.0,4.9,14.7,0.0,0.0,
2026-07-25,3:00,0.0,0.0,22.9,6.5,21.1,0.3,58.1,0.0,0.0,0.0,10.2,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,4.2,12.4,0.0,0.0,
2026-07-25,3:30,0.0,0.0,23.8,8.7,22.8,1.6,62.8,0.0,0.0,0.0,11.3,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.6,0.0,0.0,0.0,4.5,13.0,0.0,0.0,
2026-07-25,4:00,0.0,0.0,18.6,9.5,18.5,2.2,63.6,0.0,0.0,0.0,12.9,12.7,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.6,0.0,0.0,0.0,3.4,13.4,0.0,0.0,
2026-07-25,4:30,0.0,0.0,23.8,12.0,17.9,1.7,71.4,0.0,0.0,0.0,11.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.6,0.0,0.0,0.0,3.3,12.3,0.0,0.0,
2026-07-25,5:00,0.0,0.0,28.5,11.7,25.9,0.9,63.3,0.0,0.0,0.0,12.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.4,5.6,0.0,0.0,0.0,3.6,13.2,0.0,0.0,
2026-07-25,5:30,0.0,0.0,21.1,10.9,28.2,1.4,69.3,0.0,0.0,0.0,11.2,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,0.0,0.0,0.0,4.7,17.3,0.0,0.0,
2026-07-25,6:00,0.0,0.0,19.1,14.5,28.6,2.1,78.6,0.0,0.0,0.0,11.9,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,17.9,0.0,0.0,
2026-07-25,6:30,0.0,0.0,24.8,13.5,21.6,4.3,88.3,0.3,0.0,0.6,13.4,13.9,2.7,2.4,1.3,0.0,0.0,0.6,0.0,0.0,2.0,2.7,0.3,3.5,12.4,0.0,0.0,
2026-07-25,7:00,0.0,0.0,26.0,14.2,13.1,4.9,86.9,6.7,0.5,17.4,15.8,14.4,52.3,33.7,17.9,0.0,2.5,5.6,0.0,0.0,28.6,34.0,5.3,1.9,7.8,2.4,0.3,
2026-07-25,7:30,0.1,0.1,24.5,11.9,11.0,3.1,89.7,17.3,10.1,43.3,15.2,14.9,134.5,71.3,38.7,0.0,5.1,11.1,0.0,0.0,65.4,79.6,12.7,2.1,6.6,4.9,0.7,
2026-07-25,8:00,0.1,0.2,16.7,6.6,5.9,3.0,87.1,26.5,20.5,63.0,12.7,13.5,195.9,155.9,78.9,0.1,7.6,12.3,0.0,0.0,85.0,116.7,15.5,1.6,1.7,7.2,1.4,
