Fecha,Intervalo,CS COENERGY,CS YARUCAYA,C.E. CUPISNIQUE,C.E. TALARA,CE SAN JUAN,C.E. P LOM EXPANSION,C.E. PUNTA LOMITAS,C.S. INTIPAMPA,CS EXPANSIÓN INTIPAMPA,CS MATARANI,C.E. HUAMBOS,C.E. DUNA,CS SAN MARTIN SOLAR,CS SUNNY,CS SUNNY EXPANSION,CARHUAQUERO (CS),C.S. MAJES,C.S. MOQUEGUA FV,C.E. WAYRA EXTENSION,C.E. WAYRA I,C.S. CLEMESI,C.S. RUBI,C.S. PANAMERICANA-SOLAR,C.E. MARCONA,C.E. 3 HERMANAS,C.S. REPARTICION,C.S. TACNA-SOLAR,CS WAYRA SOLAR
2026-07-31,3:30,0.0,0.0,60.3,16.7,8.6,2.5,48.5,0.0,0.0,0.0,14.4,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,5.3,0.0,0.0,
2026-07-31,4:00,0.0,0.0,48.3,21.4,10.6,3.8,46.9,0.0,0.0,0.0,13.6,14.6,0.0,0.0,0.0,0.0,0.0,0.0,92.1,48.2,0.0,0.0,0.0,3.0,7.4,0.0,0.0,
2026-07-31,4:30,0.0,0.0,42.1,21.2,16.6,3.4,63.5,0.0,0.0,0.0,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,126.8,115.7,0.0,0.0,0.0,5.2,14.7,0.0,0.0,
2026-07-31,5:00,0.0,0.0,46.6,24.6,26.3,8.9,86.6,0.0,0.0,0.0,14.2,15.1,0.0,0.0,0.0,0.0,0.0,0.0,134.2,120.2,0.0,0.0,0.0,8.7,23.1,0.0,0.0,
2026-07-31,5:30,0.0,0.0,44.3,24.2,31.5,7.8,95.7,0.0,0.0,0.0,14.4,14.5,0.0,0.0,0.0,0.0,0.0,0.0,120.0,113.7,0.0,0.0,0.0,9.6,25.6,0.0,0.0,
2026-07-31,6:00,0.0,0.0,36.7,22.7,36.3,7.3,127.4,0.0,0.0,0.0,13.8,14.1,0.0,0.0,0.0,0.0,0.0,0.0,101.8,86.5,0.0,0.0,0.0,10.1,32.3,0.0,0.0,
2026-07-31,6:30,0.0,0.0,25.7,21.8,42.3,12.5,162.7,0.8,0.0,1.6,15.3,14.9,5.3,4.5,2.2,0.0,0.0,0.4,82.7,67.2,2.9,3.4,0.1,12.2,36.6,0.0,0.0,
2026-07-31,7:00,0.0,0.0,19.9,19.8,46.4,14.0,175.2,7.5,1.2,3.8,15.6,15.6,61.5,50.5,25.7,0.0,2.4,1.3,109.1,91.1,29.0,34.6,1.1,14.1,37.7,2.6,0.3,
2026-07-31,7:30,0.1,0.0,19.7,22.1,50.2,23.3,199.0,8.0,11.6,30.7,16.8,15.6,62.2,62.6,21.8,0.0,5.0,1.3,143.7,117.9,45.5,49.7,1.0,15.3,35.5,5.0,0.6,
2026-07-31,8:00,0.1,0.1,16.1,26.9,81.1,23.6,195.7,26.6,12.7,11.1,17.4,15.6,219.7,178.2,91.0,0.1,7.5,1.5,153.4,121.3,83.4,113.5,1.3,22.3,47.0,7.3,0.8,
2026-07-31,8:30,0.1,0.7,10.5,29.3,92.7,23.2,196.8,30.5,38.2,70.5,17.7,15.6,91.7,54.9,34.6,0.1,9.7,2.3,114.1,115.5,87.1,119.0,2.0,25.9,60.7,10.0,1.1,
2026-07-31,9:00,0.2,0.8,6.8,29.6,86.5,28.5,184.7,30.9,39.4,69.0,17.6,14.4,210.0,170.3,86.4,0.1,11.7,2.6,131.4,119.9,88.3,120.3,2.6,27.7,69.3,11.4,1.8,
2026-07-31,9:30,0.1,1.0,8.1,29.1,86.1,22.2,191.0,31.0,40.2,71.2,17.5,15.4,214.6,174.8,88.3,0.3,13.7,3.8,107.0,114.0,89.7,122.0,3.8,28.6,77.5,13.1,3.2,
2026-07-31,10:00,0.4,1.1,21.6,27.3,98.4,28.5,222.5,22.9,40.8,71.3,17.4,15.4,212.4,174.0,88.7,0.3,14.6,5.6,78.8,72.8,87.9,118.9,6.5,30.2,80.7,14.1,4.2,
2026-07-31,10:30,0.4,1.2,45.7,25.8,114.7,25.3,214.8,33.0,33.1,70.7,18.2,15.6,210.3,174.2,87.9,0.4,15.5,10.2,76.1,58.4,87.0,117.2,12.7,27.9,79.6,15.0,6.2,
2026-07-31,11:00,0.4,1.3,60.6,22.8,110.6,30.0,215.0,30.3,38.4,71.4,18.2,15.6,213.1,174.8,88.9,0.4,16.3,13.0,77.9,51.5,87.8,117.6,16.1,27.6,78.3,15.7,14.8,
2026-07-31,11:30,0.4,1.3,75.5,22.6,117.4,28.9,223.1,30.6,40.2,70.9,18.1,14.8,216.0,176.8,89.6,0.4,16.7,12.9,77.2,59.1,89.0,119.3,15.9,27.8,77.6,16.6,16.1,
2026-07-31,12:00,0.4,1.3,77.9,21.4,123.8,29.5,213.9,30.6,40.6,71.6,18.2,15.5,214.6,177.3,89.8,0.4,17.0,12.9,118.6,95.3,88.3,118.0,16.0,28.5,81.3,16.7,14.7,
2026-07-31,12:30,0.4,1.3,77.9,16.8,120.6,29.5,215.1,30.5,40.5,71.9,17.6,15.5,215.9,177.7,90.0,0.4,16.7,13.1,150.0,102.4,89.3,119.0,16.4,28.3,77.3,16.4,15.9,
2026-07-31,13:00,0.4,1.3,78.2,13.1,123.0,32.3,201.3,30.6,40.7,71.3,18.1,15.6,215.9,178.0,90.1,0.4,16.0,13.3,152.2,102.3,88.2,119.2,16.5,29.5,79.0,16.0,16.0,
2026-07-31,13:30,0.4,1.2,77.8,26.2,124.9,34.0,218.5,30.7,40.8,70.7,18.2,15.3,215.9,177.4,89.6,0.4,15.1,13.3,149.8,119.9,88.3,119.2,16.6,30.8,79.3,15.0,15.8,
2026-07-31,14:00,0.3,1.2,78.9,28.1,126.8,35.6,231.1,30.7,40.7,57.5,18.0,15.6,217.9,177.8,90.2,0.4,12.0,13.2,155.7,119.3,89.4,122.4,16.5,30.8,80.9,13.8,16.2,
2026-07-31,14:30,0.3,1.1,79.6,30.3,126.8,34.4,226.3,31.0,40.5,27.9,18.2,15.6,140.4,92.5,62.7,0.4,11.5,13.1,153.9,122.6,82.0,119.5,16.2,30.8,81.0,12.4,15.5,
2026-07-31,15:00,0.2,0.9,80.0,30.3,126.9,34.5,223.8,31.1,40.8,13.8,18.1,15.5,98.3,108.6,58.0,0.3,4.5,12.3,153.4,123.0,84.3,116.6,15.7,30.8,80.9,7.1,9.2,
2026-07-31,15:30,0.2,0.8,78.9,30.3,120.8,34.5,233.9,30.7,40.4,15.8,17.7,15.5,99.9,145.5,72.5,0.3,3.7,11.9,154.1,124.9,75.1,103.7,15.2,30.8,82.3,6.5,1.0,
2026-07-31,16:00,0.2,0.6,78.5,30.3,120.1,34.5,234.0,25.2,39.7,23.3,18.0,15.6,53.7,132.5,68.1,0.2,2.0,11.7,139.9,124.1,73.5,90.5,14.3,30.8,82.0,4.0,0.5,
2026-07-31,16:30,0.1,0.4,77.8,27.9,120.4,34.7,233.9,15.2,36.7,27.9,18.1,15.1,81.5,68.0,36.3,0.2,3.9,8.9,136.9,112.8,41.5,51.6,11.5,30.8,82.0,2.3,0.1,
2026-07-31,17:00,0.0,0.1,78.9,27.8,120.2,32.6,235.1,5.0,22.5,8.6,17.9,15.6,31.6,23.6,11.7,0.1,1.6,3.1,145.1,119.0,12.4,12.9,4.2,30.8,82.2,0.8,0.0,
2026-07-31,17:30,0.0,0.0,79.8,26.1,119.4,34.2,234.3,0.0,7.1,0.0,17.6,15.3,1.5,1.6,0.6,0.1,0.0,0.1,143.7,126.7,0.4,0.3,0.2,30.8,82.4,0.0,0.0,
2026-07-31,18:00,0.0,0.0,78.6,27.3,116.6,32.3,228.5,0.0,0.1,0.0,15.3,14.8,0.0,0.0,0.0,0.0,0.0,0.0,144.8,124.8,0.0,0.0,0.0,30.8,82.2,0.0,0.0,
2026-07-31,18:30,0.0,0.0,80.0,28.4,118.0,32.8,226.9,0.0,0.0,0.0,15.2,14.5,0.0,0.0,0.0,0.0,0.0,0.0,126.0,118.3,0.0,0.0,0.0,28.7,81.2,0.0,0.0,
2026-07-31,19:00,0.0,0.0,79.5,26.5,123.7,33.0,227.5,0.0,0.0,0.0,16.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,132.0,117.9,0.0,0.0,0.0,27.7,82.3,0.0,0.0,
2026-07-31,19:30,0.0,0.0,79.8,27.6,124.7,33.6,227.0,0.0,0.0,0.0,14.1,13.8,0.0,0.0,0.0,0.0,0.0,0.0,141.0,128.8,0.0,0.0,0.0,27.7,82.5,0.0,0.0,
2026-07-31,20:00,0.0,0.0,78.7,28.1,124.6,28.9,229.6,0.0,0.0,0.0,12.4,12.9,0.0,0.0,0.0,0.0,0.0,0.0,129.8,127.1,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-07-31,20:30,0.0,0.0,73.0,27.8,127.2,28.6,221.5,0.0,0.0,0.0,10.9,13.1,0.0,0.0,0.0,0.0,0.0,0.0,131.6,123.2,0.0,0.0,0.0,27.7,82.1,0.0,0.0,
2026-07-31,21:00,0.0,0.0,58.3,25.7,127.4,30.1,216.0,0.0,0.0,0.0,9.2,11.8,0.0,0.0,0.0,0.0,0.0,0.0,151.4,125.1,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-07-31,21:30,0.0,0.0,44.4,20.2,127.4,31.5,227.2,0.0,0.0,0.0,9.5,11.1,0.0,0.0,0.0,0.0,0.0,0.0,163.7,127.6,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-07-31,22:00,0.0,0.0,29.4,17.0,127.2,28.1,230.0,0.0,0.0,0.0,9.3,9.9,0.0,0.0,0.0,0.0,0.0,0.0,159.2,127.9,0.0,0.0,0.0,27.7,82.5,0.0,0.0,
2026-07-31,22:30,0.0,0.0,34.7,18.3,126.0,31.1,234.1,0.0,0.0,0.0,10.1,11.7,0.0,0.0,0.0,0.0,0.0,0.0,130.6,117.2,0.0,0.0,0.0,27.7,82.5,0.0,0.0,
2026-07-31,23:00,0.0,0.0,41.0,15.1,127.2,25.4,227.0,0.0,0.0,0.0,12.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0,134.8,117.2,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-07-31,23:30,0.0,0.0,33.2,18.2,126.4,30.0,226.5,0.0,0.0,0.0,12.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,150.2,126.9,0.0,0.0,0.0,27.7,82.5,0.0,0.0,
2026-07-31,0:00,0.0,0.0,27.7,17.9,126.5,28.6,117.0,0.0,0.0,0.0,13.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,155.7,125.6,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-08-01,0:30,0.0,0.0,24.9,16.5,125.1,34.5,234.8,0.0,0.0,0.0,15.3,14.8,0.0,0.0,0.0,0.0,0.0,0.0,159.3,127.8,0.0,0.0,0.0,27.7,82.2,0.0,0.0,
2026-08-01,1:00,0.0,0.0,24.7,21.8,123.8,33.6,234.6,0.0,0.0,0.0,13.4,14.6,0.0,0.0,0.0,0.0,0.0,0.0,165.7,128.1,0.0,0.0,0.0,27.7,82.3,0.0,0.0,
2026-08-01,1:30,0.0,0.0,25.0,24.7,125.1,29.4,225.6,0.0,0.0,0.0,14.5,14.7,0.0,0.0,0.0,0.0,0.0,0.0,155.9,128.4,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-08-01,2:00,0.0,0.0,25.2,23.4,124.4,28.8,223.2,0.0,0.0,0.0,14.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,158.0,128.5,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-08-01,2:30,0.0,0.0,28.2,24.2,125.4,34.3,221.3,0.0,0.0,0.0,13.9,14.6,0.0,0.0,0.0,0.0,0.0,0.0,147.8,122.9,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-08-01,3:00,0.0,0.0,25.9,23.6,125.3,32.1,213.5,0.0,0.0,0.0,13.8,13.6,0.0,0.0,0.0,0.0,0.0,0.0,150.8,124.5,0.0,0.0,0.0,27.7,82.3,0.0,0.0,
2026-08-01,3:30,0.0,0.0,22.0,27.3,126.8,32.8,221.9,0.0,0.0,0.0,14.4,13.2,0.0,0.0,0.0,0.0,0.0,0.0,156.8,125.1,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-08-01,4:00,0.0,0.0,20.6,23.8,126.9,32.9,225.9,0.0,0.0,0.0,14.7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,148.6,124.2,0.0,0.0,0.0,27.7,82.5,0.0,0.0,
2026-08-01,4:30,0.0,0.0,21.8,21.3,126.8,27.7,216.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,120.9,102.1,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-08-01,5:00,0.0,0.0,24.9,18.0,125.4,23.0,193.9,0.0,0.0,0.0,15.3,15.1,0.0,0.0,0.0,0.0,0.0,0.0,127.5,100.6,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-08-01,5:30,0.0,0.0,22.3,19.9,122.8,15.7,156.7,0.0,0.0,0.0,16.7,15.3,0.0,0.0,0.0,0.0,0.0,0.0,75.5,67.1,0.0,0.0,0.0,27.7,82.3,0.0,0.0,
2026-08-01,6:00,0.0,0.0,18.3,22.3,127.4,10.5,120.1,0.0,0.0,0.0,17.5,15.1,0.0,0.0,0.0,0.0,0.0,0.0,36.9,33.2,0.0,0.0,0.0,27.7,82.4,0.0,0.0,
2026-08-01,6:30,0.0,0.0,14.3,25.4,125.1,6.1,60.4,0.3,0.0,1.9,17.6,15.2,4.3,3.9,1.9,0.0,0.0,0.4,22.0,22.1,3.2,4.1,0.1,27.6,81.7,0.0,0.1,
2026-08-01,7:00,0.0,0.0,14.5,26.0,120.1,3.6,45.5,7.9,0.5,16.9,17.1,15.5,55.6,44.4,22.8,0.0,2.1,1.3,13.8,20.7,30.7,36.4,1.1,27.2,79.1,2.2,0.5,
2026-08-01,7:30,0.0,0.1,15.6,24.8,115.4,4.2,46.6,18.3,11.6,40.8,15.0,15.2,132.7,106.3,53.4,0.0,4.5,1.3,7.9,12.0,66.0,80.3,1.0,26.5,69.0,4.5,1.1,
2026-08-01,8:00,0.1,0.1,27.9,27.2,104.5,1.1,45.0,27.6,21.7,61.5,17.7,15.7,190.2,153.3,76.5,0.0,7.1,1.5,6.7,6.7,85.3,117.6,1.3,25.6,74.5,6.8,1.9,
2026-08-01,8:30,0.1,0.6,36.0,27.4,117.1,3.6,95.0,31.5,39.7,66.2,17.6,15.5,198.4,161.4,81.7,0.0,9.2,2.3,7.4,5.2,89.5,122.0,2.0,27.0,73.7,8.8,3.7,
2026-08-01,9:00,0.1,0.8,42.4,27.4,120.4,9.4,116.6,31.6,40.8,67.6,17.7,14.1,204.8,166.1,84.5,0.1,11.2,2.6,5.1,1.9,90.3,122.7,2.6,27.3,72.0,10.6,4.7,
2026-08-01,9:30,0.2,0.9,46.5,27.7,115.2,13.7,144.5,31.9,41.3,68.8,16.7,14.4,206.5,167.2,85.3,0.1,12.8,3.8,7.6,2.2,90.9,123.1,3.8,27.0,62.7,12.3,7.0,
2026-08-01,10:00,0.3,1.1,41.5,27.4,123.5,16.9,134.8,31.8,41.8,69.6,17.4,14.2,208.1,167.5,85.2,0.1,14.7,5.6,38.3,11.9,91.7,123.9,6.5,30.6,77.3,13.6,9.8,
2026-08-01,10:30,0.2,1.2,45.0,27.0,123.0,19.5,163.9,31.5,41.8,70.4,18.1,15.1,209.0,168.2,85.6,0.1,15.5,10.2,82.5,65.8,91.6,123.1,12.7,30.7,80.2,14.6,13.6,
2026-08-01,11:00,0.3,1.2,43.3,27.9,119.9,17.9,178.6,31.3,41.7,69.7,17.7,15.7,208.6,167.9,85.3,0.5,15.9,13.0,108.3,89.6,91.2,122.0,16.1,30.8,80.5,15.2,16.2,
2026-08-01,11:30,0.4,1.3,46.3,26.9,117.9,19.0,177.4,31.4,41.6,70.7,17.7,15.4,209.9,168.7,85.5,0.2,16.2,12.9,100.5,80.9,90.8,121.5,15.9,30.7,79.5,15.4,16.2,
2026-08-01,12:00,0.3,1.3,39.8,25.4,30.0,17.5,184.9,31.5,41.6,71.4,18.2,15.6,211.8,169.4,85.9,0.2,16.3,12.9,91.3,89.4,91.2,122.3,16.0,30.8,77.5,15.6,16.0,
2026-08-01,12:30,0.4,1.3,40.0,24.2,0.0,22.4,180.5,31.5,41.7,71.8,18.1,15.6,213.7,171.1,86.9,0.5,16.1,13.1,53.9,49.6,92.4,123.9,16.4,30.4,79.0,15.6,16.2,
2026-08-01,13:00,0.4,1.3,40.8,25.9,0.0,22.0,181.0,31.8,41.8,71.7,17.6,15.6,215.4,173.4,88.0,0.2,15.6,13.3,59.4,39.8,93.3,125.7,16.5,29.8,77.7,15.3,16.5,
2026-08-01,13:30,0.4,1.2,53.3,22.9,0.0,24.8,178.3,32.4,41.9,72.0,17.9,15.6,215.5,174.0,88.2,0.2,14.9,13.3,57.1,32.5,92.7,124.8,16.6,29.8,77.4,14.7,16.5,
2026-08-01,14:00,0.3,1.1,59.9,27.3,0.0,23.5,179.9,32.4,42.6,71.7,17.6,15.6,214.8,173.6,88.2,0.1,13.7,13.2,83.3,46.3,91.8,124.3,16.5,28.4,75.3,13.4,16.4,
2026-08-01,14:30,0.3,1.0,57.5,29.5,0.0,21.3,182.5,31.9,42.3,71.5,18.2,15.1,216.1,173.8,87.8,0.1,12.4,13.1,105.6,101.5,91.5,124.5,16.2,25.5,68.4,12.0,16.3,
2026-08-01,15:00,0.3,0.9,58.5,28.2,0.0,26.1,202.5,31.4,41.5,70.9,18.2,15.5,215.3,172.9,87.7,0.1,11.0,12.3,125.3,120.5,90.4,123.7,15.7,25.0,67.6,10.3,16.2,
2026-08-01,15:30,0.2,0.8,59.6,28.6,0.0,23.0,216.4,31.2,41.0,68.9,18.2,15.5,211.5,169.9,86.0,0.1,9.0,11.9,138.9,128.6,88.8,122.3,15.2,24.3,66.9,8.4,15.2,
2026-08-01,16:00,0.2,0.6,61.5,30.0,0.0,22.8,181.8,26.1,40.3,61.5,17.4,15.6,200.2,161.3,81.4,0.1,6.8,11.7,150.8,130.8,82.3,101.8,14.3,23.8,64.0,6.3,13.0,
2026-08-01,16:30,0.1,0.4,61.4,30.0,0.0,21.6,163.4,15.9,37.7,34.1,18.2,15.6,133.4,96.8,49.5,0.1,4.3,8.9,165.3,131.6,49.5,61.7,11.5,25.6,64.9,3.9,6.0,
2026-08-01,17:00,0.1,0.1,67.4,30.0,0.0,22.2,173.9,5.4,23.6,11.9,17.2,15.4,45.4,36.7,18.9,0.0,1.9,3.1,160.8,131.4,18.7,19.7,4.2,24.8,60.7,1.6,0.1,
2026-08-01,17:30,0.0,0.0,48.1,30.2,22.5,15.6,151.4,0.0,7.6,0.0,16.6,15.1,2.0,1.7,0.7,0.0,0.0,0.1,154.1,131.2,0.5,0.4,0.2,22.3,59.6,0.0,0.0,
2026-08-01,18:00,0.0,0.0,29.9,30.3,32.7,18.4,176.2,0.0,0.1,0.0,17.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,158.1,131.8,0.0,0.0,0.0,22.5,56.9,0.0,0.0,
2026-08-01,18:30,0.0,0.0,24.9,29.8,43.7,21.9,190.7,0.0,0.0,0.0,14.5,14.1,0.0,0.0,0.0,0.0,0.0,0.0,146.6,127.3,0.0,0.0,0.0,23.1,54.8,0.0,0.0,
2026-08-01,19:00,0.0,0.0,25.5,29.0,55.1,22.7,203.5,0.0,0.0,0.0,14.8,14.1,0.0,0.0,0.0,0.0,0.0,0.0,153.9,128.5,0.0,0.0,0.0,25.8,69.4,0.0,0.0,
2026-08-01,19:30,0.0,0.0,30.5,29.3,58.6,25.4,207.1,0.0,0.0,0.0,12.9,13.4,0.0,0.0,0.0,0.0,0.0,0.0,124.4,119.2,0.0,0.0,0.0,22.9,64.4,0.0,0.0,
2026-08-01,20:00,0.0,0.0,31.5,29.7,45.9,25.8,205.9,0.0,0.0,0.0,11.4,14.3,0.0,0.0,0.0,0.0,0.0,0.0,126.0,118.3,0.0,0.0,0.0,16.6,48.1,0.0,0.0,
2026-08-01,20:30,0.0,0.0,36.7,28.6,68.3,21.6,198.9,0.0,0.0,0.0,10.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,115.7,114.2,0.0,0.0,0.0,16.1,47.4,0.0,0.0,
2026-08-01,21:00,0.0,0.0,42.9,24.8,50.5,18.4,188.6,0.0,0.0,0.0,13.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,119.2,109.3,0.0,0.0,0.0,19.8,56.5,0.0,0.0,
2026-08-01,21:30,0.0,0.0,54.0,18.6,67.0,19.2,187.4,0.0,0.0,0.0,13.1,12.5,0.0,0.0,0.0,0.0,0.0,0.0,128.6,102.6,0.0,0.0,0.0,24.5,63.8,0.0,0.0,
2026-08-01,22:00,0.0,0.0,64.5,12.9,85.8,21.8,201.7,0.0,0.0,0.0,8.8,11.6,0.0,0.0,0.0,0.0,0.0,0.0,118.1,95.8,0.0,0.0,0.0,23.1,61.5,0.0,0.0,
2026-08-01,22:30,0.0,0.0,51.7,13.8,84.9,14.5,197.0,0.0,0.0,0.0,10.3,10.6,0.0,0.0,0.0,0.0,0.0,0.0,94.2,84.1,0.0,0.0,0.0,25.1,63.0,0.0,0.0,
2026-08-01,23:00,0.0,0.0,36.9,12.5,94.1,15.5,186.9,0.0,0.0,0.0,9.9,12.5,0.0,0.0,0.0,0.0,0.0,0.0,62.05,55.6,0.0,0.0,0.0,26.6,66.3,0.0,0.0,
2026-08-01,23:30,0.0,0.0,28.9,15.1,87.5,20.3,192.0,0.0,0.0,0.0,14.7,15.2,0.0,0.0,0.0,0.0,0.0,0.0,63.4,65.3,0.0,0.0,0.0,25.9,68.7,0.0,0.0,
2026-08-01,0:00,0.0,0.0,22.0,15.1,86.6,22.9,212.1,0.0,0.0,0.0,12.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,57.66,56.1,0.0,0.0,0.0,27.1,69.1,0.0,0.0,
2026-08-02,0:30,0.0,0.0,17.3,18.6,79.9,23.3,200.8,0.0,0.0,0.0,11.8,12.3,0.0,0.0,0.0,0.0,0.0,0.0,70.5,57.2,0.0,0.0,0.0,28.2,70.9,0.0,0.0,
2026-08-02,1:00,0.0,0.0,11.2,19.3,94.9,19.9,182.8,0.0,0.0,0.0,12.9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,67.7,0.0,0.0,0.0,28.4,73.0,0.0,0.0,
2026-08-02,1:30,0.0,0.0,13.5,21.8,114.0,26.5,184.6,0.0,0.0,0.0,13.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,87.7,68.6,0.0,0.0,0.0,28.4,72.1,0.0,0.0,
2026-08-02,2:00,0.0,0.0,15.3,27.8,104.0,19.4,168.4,0.0,0.0,0.0,13.1,14.2,0.0,0.0,0.0,0.0,0.0,0.0,101.2,90.7,0.0,0.0,0.0,28.9,74.9,0.0,0.0,
2026-08-02,2:30,0.0,0.0,15.2,29.4,118.8,20.0,182.7,0.0,0.0,0.0,8.7,10.5,0.0,0.0,0.0,0.0,0.0,0.0,125.4,111.9,0.0,0.0,0.0,30.7,79.1,0.0,0.0,
2026-08-02,3:00,0.0,0.0,14.3,29.6,119.0,17.9,194.5,0.0,0.0,0.0,11.1,12.8,0.0,0.0,0.0,0.0,0.0,0.0,121.1,107.7,0.0,0.0,0.0,30.8,78.4,0.0,0.0,
2026-08-02,3:30,0.0,0.0,12.7,29.9,121.0,21.8,197.9,0.0,0.0,0.0,9.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,120.7,99.9,0.0,0.0,0.0,30.8,80.0,0.0,0.0,
2026-08-02,4:00,0.0,0.0,13.8,29.9,121.5,26.2,207.4,0.0,0.0,0.0,7.9,9.3,0.0,0.0,0.0,0.0,0.0,0.0,120.0,111.9,0.0,0.0,0.0,30.8,81.3,0.0,0.0,
2026-08-02,4:30,0.0,0.0,14.3,28.2,120.8,26.5,210.1,0.0,0.0,0.0,11.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,121.9,123.7,0.0,0.0,0.0,30.8,80.8,0.0,0.0,
2026-08-02,5:00,0.0,0.0,14.0,27.4,121.2,25.8,212.2,0.0,0.0,0.0,11.9,13.7,0.0,0.0,0.0,0.0,0.0,0.0,121.1,126.3,0.0,0.0,0.0,30.7,77.4,0.0,0.0,
2026-08-02,5:30,0.0,0.0,10.8,28.0,120.9,23.4,220.4,0.0,0.0,0.0,10.3,11.2,0.0,0.0,0.0,0.0,0.0,0.0,121.1,119.2,0.0,0.0,0.0,30.8,81.7,0.0,0.0,
2026-08-02,6:00,0.0,0.0,8.3,27.6,117.9,32.9,199.3,0.0,0.0,0.0,9.5,9.4,0.0,0.0,0.0,0.0,0.0,0.0,83.8,67.7,0.0,0.0,0.0,30.3,78.6,0.0,0.0,
2026-08-02,6:30,0.0,0.0,8.3,28.4,120.2,25.7,167.3,0.4,0.0,0.9,10.6,9.9,4.0,4.2,2.0,0.0,0.0,0.0,0.0,75.9,3.0,4.1,0.0,30.6,80.1,0.0,0.0,
2026-08-02,7:00,0.0,0.0,11.4,26.3,119.6,18.7,156.0,8.1,0.6,5.3,9.2,12.3,60.7,46.7,22.2,0.0,2.7,0.5,0.0,64.4,27.4,36.6,0.3,30.8,81.4,2.5,0.2,
2026-08-02,7:30,0.0,0.1,15.6,23.9,118.1,21.6,154.9,18.7,11.7,22.2,11.9,13.2,144.5,109.6,53.3,0.0,3.7,1.8,0.0,87.0,64.5,82.5,1.6,30.8,81.6,4.9,0.7,
2026-08-02,8:00,0.0,0.3,20.7,24.7,117.4,19.4,154.1,28.1,22.1,61.9,12.7,12.1,203.6,167.3,83.8,0.1,6.6,5.2,0.0,85.6,84.8,118.5,4.5,30.8,81.8,7.1,1.1,
2026-08-02,8:30,0.1,0.6,23.2,25.6,110.1,23.0,153.0,32.0,40.1,63.9,11.5,11.3,210.3,173.8,87.9,0.1,9.9,5.1,0.0,47.7,87.9,122.2,6.4,30.8,81.5,9.3,1.8,
2026-08-02,9:00,0.1,0.9,23.0,26.0,114.9,25.9,153.2,32.0,41.3,68.6,10.7,11.4,215.1,178.3,90.5,0.1,11.9,5.9,0.0,38.9,89.4,123.8,11.0,30.8,81.2,11.1,3.7,
2026-08-02,9:30,0.1,0.6,31.1,24.2,116.0,14.8,160.9,31.7,41.6,74.1,13.0,13.2,217.0,180.6,91.9,0.4,13.6,12.9,0.0,42.6,90.4,124.7,16.3,30.7,81.0,13.0,6.5,
2026-08-02,10:00,0.1,0.9,38.2,21.3,118.7,14.3,136.8,31.6,41.6,74.9,11.3,13.1,220.3,183.5,93.3,0.1,15.1,13.5,0.0,27.3,90.2,125.8,16.3,30.7,81.5,14.3,12.2,
2026-08-02,10:30,0.1,1.2,55.5,19.0,118.8,17.4,118.6,32.2,41.7,75.2,14.5,14.2,222.9,184.8,93.8,0.1,16.3,13.5,0.0,18.2,93.1,126.2,16.3,30.7,80.9,15.5,16.2,
2026-08-02,11:00,0.1,1.2,68.6,23.0,114.6,20.1,105.9,31.9,42.5,74.8,17.0,14.7,221.8,184.2,93.3,0.2,17.1,13.6,0.0,20.1,92.5,124.4,16.3,30.6,81.1,16.5,16.3,
2026-08-02,11:30,0.1,1.3,72.4,25.2,100.5,14.2,112.0,31.0,42.2,74.2,16.8,15.6,221.0,183.7,92.8,0.3,17.3,13.4,0.0,14.4,92.8,124.3,16.2,28.2,73.4,16.6,16.2,
